Tid;Kanal A
(ns);(mV)

-3,99999989;5,60408400
-3,89999989;5,61023600
-3,79999989;5,62253900
-3,69999990;5,63484200
-3,59999990;5,64714500
-3,49999990;5,64714500
-3,39999990;5,63484200
-3,29999991;5,62253900
-3,19999991;5,61023600
-3,09999991;5,60408400
-2,99999992;5,60408400
-2,89999992;5,61023600
-2,79999992;5,62253900
-2,69999992;5,63484200
-2,59999993;5,64714500
-2,49999993;5,64714500
-2,39999993;5,63484200
-2,29999993;5,62253900
-2,19999994;5,61023600
-2,09999994;5,60408400
-1,99999994;5,60408400
-1,89999995;5,61023600
-1,79999995;5,62253900
-1,69999995;5,63484200
-1,59999995;5,64714500
-1,49999996;5,64714500
-1,39999996;5,63484200
-1,29999996;5,62253900
-1,19999997;5,61638700
-1,09999997;5,60408400
-0,99999997;5,59793300
-0,89999997;5,59178100
-0,79999998;5,57332700
-0,69999998;5,55487200
-0,59999998;5,53026500
-0,49999999;5,49950700
-0,39999999;5,46875000
-0,29999999;5,46259800
-0,19999999;5,48720400
-0,10000000;5,54872000
0,00000000;5,66560000
0,10000000;5,81938900
0,19999999;6,01624000
0,29999999;6,23769700
0,39999999;6,47145600
0,49999999;6,69906400
0,59999998;6,90821800
0,69999998;7,09891700
0,79999998;7,27116100
0,89999997;7,41264700
0,99999997;7,52337600
1,09999997;7,60334600
1,19999997;7,65871000
1,29999996;7,67716500
1,39999996;7,67101300
1,49999996;7,64025500
1,59999995;7,59104300
1,69999995;7,54183000
1,79999995;7,50492100
1,89999995;7,47416300
1,99999994;7,46801100
2,09999994;7,47416300
2,19999994;7,49261800
2,29999993;7,51107200
2,39999993;7,52952700
2,49999993;7,52952700
2,59999993;7,51722400
2,69999992;7,49876900
2,79999992;7,48031400
2,89999992;7,47416300
2,99999992;7,47416300
3,09999991;7,48031400
3,19999991;7,49876900
3,29999991;7,51722400
3,39999990;7,52952700
3,49999990;7,52952700
3,59999990;7,51722400
3,69999990;7,49876900
3,79999989;7,48031400
3,89999989;7,47416300
3,99999989;7,47416300
4,09999988;7,48031400
4,19999988;7,49876900
4,29999988;7,51722400
4,39999988;7,52952700
4,49999987;7,52952700
4,59999987;7,51722400
4,69999987;7,49876900
4,79999986;7,48031400
4,89999986;7,47416300
4,99999986;7,47416300
5,09999986;7,48031400
5,19999985;7,49876900
5,29999985;7,51722400
5,39999985;7,52952700
5,49999984;7,52952700
5,59999984;7,51722400
5,69999984;7,49876900
5,79999984;7,48646600
5,89999983;7,47416300
5,99999983;7,46801100
6,09999983;7,46186000
6,19999982;7,44955700
6,29999982;7,43725300
6,39999982;7,41264700
6,49999982;7,38188900
6,59999981;7,35113100
6,69999981;7,33882900
6,79999981;7,35728300
6,89999980;7,41879900
6,99999980;7,53567900
7,09999980;7,69562000
7,19999980;7,89247000
7,29999979;8,12007800
7,39999979;8,35383800
7,49999979;8,58144600
7,59999979;8,78444900
7,69999978;8,97514600
7,79999978;9,13508800
7,89999978;9,27657400
7,99999977;9,38730200
8,09999977;9,47342500
8,19999977;9,52879000
8,29999977;9,55339400
8,39999976;9,54724300
8,49999976;9,51648500
8,59999976;9,46727400
8,69999975;9,41190900
8,79999975;9,36884800
8,89999975;9,33809000
8,99999975;9,33193800
9,09999974;9,34424200
9,19999974;9,36269600
9,29999974;9,38730200
9,39999973;9,40575800
9,49999973;9,40575800
9,59999973;9,38730200
9,69999973;9,36884800
9,79999972;9,35039300
9,89999972;9,33809000
