Tid;Kanal A
(ns);(mV)

-3,99999989;7,47108700
-3,89999989;7,48031400
-3,79999989;7,49723100
-3,69999990;7,51414800
-3,59999990;7,52798900
-3,49999990;7,52798900
-3,39999990;7,51568600
-3,29999991;7,49876900
-3,19999991;7,48339000
-3,09999991;7,47262500
-2,99999992;7,47108700
-2,89999992;7,47723900
-2,79999992;7,48646600
-2,69999992;7,49569300
-2,59999993;7,49876900
-2,49999993;7,49108000
-2,39999993;7,47416300
-2,29999993;7,45724600
-2,19999994;7,44955700
-2,09999994;7,45878400
-1,99999994;7,48800400
-1,89999995;7,54029200
-1,79999995;7,60796000
-1,69999995;7,68485500
-1,59999995;7,76328700
-1,49999996;7,82787800
-1,39999996;7,87555300
-1,29999996;7,90784900
-1,19999997;7,92937900
-1,09999997;7,93706800
-0,99999997;7,93553100
-0,89999997;7,92322800
-0,79999998;7,89554500
-0,69999998;7,85556000
-0,59999998;7,80019600
-0,49999999;7,72637700
-0,39999999;7,64333200
-0,29999999;7,56643700
-0,19999999;7,50645900
-0,10000000;7,47416300
0,00000000;7,47570100
0,10000000;7,51261000
0,19999999;7,57874000
0,29999999;7,66332400
0,39999999;7,75559800
0,49999999;7,83556700
0,59999998;7,89708400
0,69999998;7,93706800
0,79999998;7,95398600
0,89999997;7,94937200
0,99999997;7,92169000
1,09999997;7,87093900
1,19999997;7,79865900
1,29999996;7,70484700
1,39999996;7,59258100
1,49999996;7,46339800
1,59999995;7,32498700
1,69999995;7,19734200
1,79999995;7,09276500
1,89999995;7,02356000
1,99999994;6,99434000
2,09999994;7,00818100
2,19999994;7,05739400
2,29999993;7,13275100
2,39999993;7,21887300
2,49999993;7,30038100
2,59999993;7,36651000
2,69999992;7,41572300
2,79999992;7,44801900
2,89999992;7,46647400
2,99999992;7,47262500
3,09999991;7,46647400
3,19999991;7,45109500
3,29999991;7,42495000
3,39999990;7,38496500
3,49999990;7,32806300
3,59999990;7,25578200
3,69999990;7,17734900
3,79999989;7,10199300
3,89999989;7,03278700
3,99999989;6,97742300
4,09999988;6,93436200
4,19999988;6,90052800
4,29999988;6,87130900
4,39999988;6,84208900
4,49999987;6,80056500
4,59999987;6,74827700
4,69999987;6,68829900
4,79999986;6,62524600
4,89999986;6,56526800
4,99999986;6,50836600
5,09999986;6,45761500
5,19999985;6,40994000
5,29999985;6,36380300
5,39999985;6,31459100
5,49999984;6,25922700
5,59999984;6,19617400
5,69999984;6,13927100
5,79999984;6,09621000
5,89999983;6,07314200
5,99999983;6,07468000
6,09999983;6,10236200
6,19999982;6,15157400
6,29999982;6,21616600
6,39999982;6,28690900
6,49999982;6,35150100
6,59999981;6,40532700
6,69999981;6,44992600
6,79999981;6,48837300
6,89999980;6,52220700
6,99999980;6,54988900
7,09999980;6,57295700
7,19999980;6,58833600
7,29999979;6,59602500
7,39999979;6,59448800
7,49999979;6,57757100
7,59999979;6,55296500
7,69999978;6,52989600
7,79999978;6,51913100
7,89999978;6,52528200
7,99999977;6,55296500
8,09999977;6,60217800
8,19999977;6,66830600
8,29999977;6,74520100
8,39999976;6,82055800
8,49999976;6,88668800
8,59999976;6,93436200
8,69999975;6,96973400
8,79999975;6,99280200
8,89999975;7,00356800
8,99999975;7,00049200
9,09999974;6,98665000
9,19999974;6,95896900
9,29999974;6,91590700
9,39999973;6,85746700
9,49999973;6,78518600
9,59999973;6,70367800
9,69999973;6,62985900
9,79999972;6,57295700
9,89999972;6,54066100
