Tid;Kanal A
(ns);(V)

-3,99999989;3,86611100
-3,89999989;3,86718800
-3,79999989;3,87072500
-3,69999990;3,87456900
-3,59999990;3,87549200
-3,49999990;3,86980200
-3,39999990;3,85765200
-3,29999991;3,84350400
-3,19999991;3,83089300
-3,09999991;3,82212700
-2,99999992;3,81905200
-2,89999992;3,82166600
-2,79999992;3,82827900
-2,69999992;3,83627600
-2,59999993;3,84242700
-2,49999993;3,84242700
-2,39999993;3,83627600
-2,29999993;3,82827900
-2,19999994;3,82166600
-2,09999994;3,81905200
-1,99999994;3,82212700
-1,89999995;3,83089300
-1,79999995;3,84350400
-1,69999995;3,85765200
-1,59999995;3,86980200
-1,49999996;3,87549200
-1,39999996;3,87456900
-1,29999996;3,87087800
-1,19999997;3,86734100
-1,09999997;3,86611100
-0,99999997;3,86903300
-0,89999997;3,87580000
-0,79999998;3,88487300
-0,69999998;3,89394700
-0,59999998;3,90009800
-0,49999999;3,89932900
-0,39999999;3,89179400
-0,29999999;3,88195100
-0,19999999;3,87303100
-0,10000000;3,86780300
0,00000000;3,86780300
0,10000000;3,87303100
0,19999999;3,88195100
0,29999999;3,89179400
0,39999999;3,89932900
0,49999999;3,90009800
0,59999998;3,89394700
0,69999998;3,88487300
0,79999998;3,87580000
0,89999997;3,86903300
0,99999997;3,86611100
1,09999997;3,86734100
1,19999997;3,87087800
1,29999996;3,87456900
1,39999996;3,87549200
1,49999996;3,86980200
1,59999995;3,85765200
1,69999995;3,84350400
1,79999995;3,83089300
1,89999995;3,82212700
1,99999994;3,81905200
2,09999994;3,82166600
2,19999994;3,82827900
2,29999993;3,83627600
2,39999993;3,84242700
2,49999993;3,84242700
2,59999993;3,83627600
2,69999992;3,82827900
2,79999992;3,82166600
2,89999992;3,81905200
2,99999992;3,82212700
3,09999991;3,83089300
3,19999991;3,84350400
3,29999991;3,85765200
3,39999990;3,86980200
3,49999990;3,87549200
3,59999990;3,87456900
3,69999990;3,87087800
3,79999989;3,86734100
3,89999989;3,86611100
3,99999989;3,86903300
4,09999988;3,87580000
4,19999988;3,88487300
4,29999988;3,89394700
4,39999988;3,90009800
4,49999987;3,89932900
4,59999987;3,89179400
4,69999987;3,88195100
4,79999986;3,87303100
4,89999986;3,86780300
4,99999986;3,86780300
5,09999986;3,87303100
5,19999985;3,88195100
5,29999985;3,89179400
5,39999985;3,89932900
5,49999984;3,90009800
5,59999984;3,89394700
5,69999984;3,88487300
5,79999984;3,87580000
5,89999983;3,86903300
5,99999983;3,86611100
6,09999983;3,86734100
6,19999982;3,87087800
6,29999982;3,87456900
6,39999982;3,87549200
6,49999982;3,86980200
6,59999981;3,85765200
6,69999981;3,84350400
6,79999981;3,83073900
6,89999980;3,82212700
6,99999980;3,81920500
7,09999980;3,82228100
7,19999980;3,82950900
7,29999979;3,83812100
7,39999979;3,84519600
7,49999979;3,84611800
7,59999979;3,84042800
7,69999978;3,83227700
7,79999978;3,82489500
7,89999978;3,82043600
7,99999977;3,82058900
8,09999977;3,82551100
8,19999977;3,83350800
8,29999977;3,84227400
8,39999976;3,84888600
8,49999976;3,84888600
8,59999976;3,84227400
8,69999975;3,83350800
8,79999975;3,82551100
8,89999975;3,82058900
8,99999975;3,82043600
9,09999974;3,82489500
9,19999974;3,83227700
9,29999974;3,84042800
9,39999973;3,84611800
9,49999973;3,84519600
9,59999973;3,83812100
9,69999973;3,82950900
9,79999972;3,82228100
9,89999972;3,81920500
