Tid;Kanal A
(ns);(V)

-3,99999989;0,73975760
-3,89999989;0,74071110
-3,79999989;0,74227980
-3,69999990;0,74400220
-3,59999990;0,74526330
-3,49999990;0,74526330
-3,39999990;0,74400220
-3,29999991;0,74227980
-3,19999991;0,74071110
-3,09999991;0,73975760
-2,99999992;0,73975760
-2,89999992;0,74071110
-2,79999992;0,74227980
-2,69999992;0,74400220
-2,59999993;0,74526330
-2,49999993;0,74526330
-2,39999993;0,74400220
-2,29999993;0,74227980
-2,19999994;0,74071110
-2,09999994;0,73975760
-1,99999994;0,73975760
-1,89999995;0,74071110
-1,79999995;0,74227980
-1,69999995;0,74400220
-1,59999995;0,74526330
-1,49999996;0,74526330
-1,39999996;0,74400220
-1,29999996;0,74227980
-1,19999997;0,74071110
-1,09999997;0,73975760
-0,99999997;0,73975760
-0,89999997;0,74071110
-0,79999998;0,74227980
-0,69999998;0,74400220
-0,59999998;0,74526330
-0,49999999;0,74526330
-0,39999999;0,74400220
-0,29999999;0,74231050
-0,19999999;0,74074180
-0,10000000;0,73978840
0,00000000;0,73975760
0,10000000;0,74058810
0,19999999;0,74206450
0,29999999;0,74360230
0,39999999;0,74470970
0,49999999;0,74452510
0,59999998;0,74317180
0,69999998;0,74148010
0,79999998;0,74009600
0,89999997;0,73951150
0,99999997;0,74006520
1,09999997;0,74175690
1,19999997;0,74427900
1,29999996;0,74701650
1,39999996;0,74941560
1,49999996;0,75055370
1,59999995;0,75039980
1,69999995;0,74969240
1,79999995;0,74904650
1,89999995;0,74883120
1,99999994;0,74941560
2,09999994;0,75070740
2,19999994;0,75249140
2,29999993;0,75424460
2,39999993;0,75544420
2,49999993;0,75529030
2,59999993;0,75381400
2,69999992;0,75190700
2,79999992;0,75018450
2,89999992;0,74916950
2,99999992;0,74913880
3,09999991;0,75006150
3,19999991;0,75166090
3,29999991;0,75341410
3,39999990;0,75470600
3,49999990;0,75470600
3,59999990;0,75341410
3,69999990;0,75169170
3,79999989;0,75009230
3,89999989;0,74913880
3,99999989;0,74913880
4,09999988;0,75009230
4,19999988;0,75169170
4,29999988;0,75341410
4,39999988;0,75470600
4,49999987;0,75470600
4,59999987;0,75341410
4,69999987;0,75169170
4,79999986;0,75012300
4,89999986;0,74916950
4,99999986;0,74913880
5,09999986;0,75000000
5,19999985;0,75147630
5,29999985;0,75304500
5,39999985;0,75415230
5,49999984;0,75399850
5,59999984;0,75261440
5,69999984;0,75089200
5,79999984;0,74947710
5,89999983;0,74889270
5,99999983;0,74944630
6,09999983;0,75116880
6,19999982;0,75366020
6,29999982;0,75645920
6,39999982;0,75885830
6,49999982;0,75999630
6,59999981;0,75981180
6,69999981;0,75910430
6,79999981;0,75839690
6,89999980;0,75818160
6,99999980;0,75876600
7,09999980;0,76008860
7,19999980;0,76187250
7,29999979;0,76365650
7,39999979;0,76485600
7,49999979;0,76470230
7,59999979;0,76322590
7,69999978;0,76128820
7,79999978;0,75956570
7,89999978;0,75851990
7,99999977;0,75848920
8,09999977;0,75944270
8,19999977;0,76104210
8,29999977;0,76282600
8,39999976;0,76411780
8,49999976;0,76411780
8,59999976;0,76282600
8,69999975;0,76107280
8,79999975;0,75947340
8,89999975;0,75851990
8,99999975;0,75845840
9,09999974;0,75935040
9,19999974;0,76085750
9,29999974;0,76242620
9,39999973;0,76356420
9,49999973;0,76341040
9,59999973;0,76199560
9,69999973;0,76027310
9,79999972;0,75882750
9,89999972;0,75824310
