Tid;Kanal A
(ns);(mV)

-3,99999989;8,87364700
-3,89999989;8,88902600
-3,79999989;8,91363100
-3,69999990;8,94285100
-3,59999990;8,96745800
-3,49999990;8,97514600
-3,39999990;8,96438100
-3,29999991;8,94285100
-3,19999991;8,91517000
-3,09999991;8,88594900
-2,99999992;8,85826700
-2,89999992;8,83058500
-2,79999992;8,80444000
-2,69999992;8,77214500
-2,59999993;8,73216000
-2,49999993;8,67525800
-2,39999993;8,60451500
-2,29999993;8,53223400
-2,19999994;8,46918000
-2,09999994;8,42150500
-1,99999994;8,39228500
-1,89999995;8,38459600
-1,79999995;8,39382400
-1,69999995;8,41227800
-1,59999995;8,43227000
-1,49999996;8,43996000
-1,39999996;8,43380800
-1,29999996;8,42304300
-1,19999997;8,41074000
-1,09999997;8,40458900
-0,99999997;8,40612600
-0,89999997;8,41689100
-0,79999998;8,43534700
-0,69999998;8,45380100
-0,59999998;8,46764200
-0,49999999;8,46764200
-0,39999999;8,45380100
-0,29999999;8,43380800
-0,19999999;8,41535400
-0,10000000;8,40612600
0,00000000;8,40612600
0,10000000;8,41535400
0,19999999;8,43380800
0,29999999;8,45380100
0,39999999;8,46764200
0,49999999;8,46764200
0,59999998;8,45380100
0,69999998;8,43380800
0,79999998;8,41535400
0,89999997;8,40458900
0,99999997;8,40612600
1,09999997;8,42150500
1,19999997;8,44457400
1,29999996;8,47225600
1,39999996;8,49532500
1,49999996;8,50455100
1,59999995;8,49378600
1,69999995;8,47225600
1,79999995;8,44611200
1,89999995;8,41689100
1,99999994;8,39074700
2,09999994;8,36768000
2,19999994;8,34614800
2,29999993;8,32154300
2,39999993;8,28924700
2,49999993;8,24157200
2,59999993;8,17698000
2,69999992;8,10469900
2,79999992;8,03241800
2,89999992;7,96628900
2,99999992;7,91246300
3,09999991;7,87093900
3,19999991;7,83864400
3,29999991;7,81250000
3,39999990;7,78328000
3,49999990;7,74329400
3,59999990;7,68793000
3,69999990;7,62487600
3,79999989;7,55874700
3,89999989;7,49876900
3,99999989;7,44648100
4,09999988;7,40342000
4,19999988;7,37112400
4,29999988;7,34190400
4,39999988;7,31268400
4,49999987;7,27116100
4,59999987;7,21733500
4,69999987;7,15428100
4,79999986;7,08968900
4,89999986;7,02971200
4,99999986;6,98049900
5,09999986;6,94051400
5,19999985;6,91283200
5,29999985;6,89130200
5,39999985;6,86977100
5,49999984;6,83747500
5,59999984;6,78826200
5,69999984;6,72674700
5,79999984;6,65446600
5,89999983;6,57603300
5,99999983;6,49606300
6,09999983;6,41455400
6,19999982;6,33458400
6,29999982;6,25153700
6,39999982;6,16387700
6,49999982;6,06699000
6,59999981;5,95933800
6,69999981;5,84860900
6,79999981;5,74095700
6,89999980;5,64560700
6,99999980;5,56563700
7,09999980;5,50258300
7,19999980;5,45644600
7,29999979;5,42261300
7,39999979;5,39493100
7,49999979;5,36263500
7,59999979;5,31957400
7,69999978;5,27036100
7,79999978;5,21653500
7,89999978;5,16270900
7,99999977;5,11042000
8,09999977;5,06120800
8,19999977;5,01660900
8,29999977;4,97508600
8,39999976;4,93202400
8,49999976;4,88281200
8,59999976;4,82744800
8,69999975;4,77208400
8,79999975;4,72287100
8,89999975;4,68288600
8,99999975;4,65674200
9,09999974;4,64597700
9,19999974;4,64597700
9,29999974;4,65520400
9,39999973;4,66750700
9,49999973;4,67519700
9,59999973;4,67673400
9,69999973;4,67365800
9,79999972;4,67058300
9,89999972;4,66750700
