Tid;Kanal A
(ns);(mV)

-3,99999989;6,56680600
-3,89999989;6,65292700
-3,79999989;6,75750400
-3,69999990;6,87746000
-3,59999990;7,00049200
-3,49999990;7,11429600
-3,39999990;7,21272100
-3,29999991;7,29884300
-3,19999991;7,37573800
-3,09999991;7,44032900
-2,99999992;7,49876900
-2,89999992;7,54490600
-2,79999992;7,57874000
-2,69999992;7,59719500
-2,59999993;7,60027000
-2,49999993;7,58489100
-2,39999993;7,55413300
-2,29999993;7,52030000
-2,19999994;7,49261800
-2,09999994;7,47416300
-1,99999994;7,47108700
-1,89999995;7,48031400
-1,79999995;7,49569300
-1,69999995;7,51414800
-1,59999995;7,52645100
-1,49999996;7,52645100
-1,39999996;7,51414800
-1,29999996;7,49876900
-1,19999997;7,48339000
-1,09999997;7,47416300
-0,99999997;7,47108700
-0,89999997;7,47108700
-0,79999998;7,47416300
-0,69999998;7,47723900
-0,59999998;7,47108700
-0,49999999;7,45570800
-0,39999999;7,43417800
-0,29999999;7,41879900
-0,19999999;7,41879900
-0,10000000;7,44648100
0,00000000;7,50184500
0,10000000;7,58796700
0,19999999;7,69562000
0,29999999;7,81557600
0,39999999;7,94168200
0,49999999;8,05241100
0,59999998;8,15083600
0,69999998;8,23388200
0,79999998;8,30770100
0,89999997;8,37229300
0,99999997;8,43073300
1,09999997;8,48609700
1,19999997;8,53530900
1,29999996;8,57221900
1,39999996;8,59375000
1,49999996;8,59375000
1,59999995;8,57221900
1,69999995;8,53530900
1,79999995;8,48917200
1,89999995;8,43380800
1,99999994;8,36921700
2,09999994;8,29539800
2,19999994;8,21235200
2,29999993;8,11085000
2,39999993;7,99704600
2,49999993;7,86786400
2,59999993;7,73560500
2,69999992;7,61564900
2,79999992;7,52645100
2,89999992;7,47723900
2,99999992;7,47723900
3,09999991;7,52645100
3,19999991;7,61564900
3,29999991;7,73560500
3,39999990;7,86786400
3,49999990;7,99704600
3,59999990;8,11085000
3,69999990;8,21235200
3,79999989;8,29539800
3,89999989;8,36921700
3,99999989;8,43380800
4,09999988;8,48917200
4,19999988;8,53530900
4,29999988;8,57221900
4,39999988;8,59375000
4,49999987;8,59375000
4,59999987;8,57221900
4,69999987;8,53530900
4,79999986;8,48609700
4,89999986;8,43073300
4,99999986;8,37229300
5,09999986;8,30770100
5,19999985;8,23388200
5,29999985;8,15083600
5,39999985;8,05241100
5,49999984;7,94168200
5,59999984;7,81557600
5,69999984;7,69562000
5,79999984;7,58796700
5,89999983;7,50184500
5,99999983;7,44648100
6,09999983;7,41879900
6,19999982;7,41879900
6,29999982;7,43417800
6,39999982;7,45570800
6,49999982;7,47108700
6,59999981;7,47723900
6,69999981;7,47416300
6,79999981;7,47108700
6,89999980;7,47108700
6,99999980;7,47416300
7,09999980;7,48339000
7,19999980;7,49876900
7,29999979;7,51414800
7,39999979;7,52645100
7,49999979;7,52645100
7,59999979;7,51414800
7,69999978;7,49876900
7,79999978;7,48031400
7,89999978;7,47108700
7,99999977;7,47108700
8,09999977;7,48031400
8,19999977;7,49876900
8,29999977;7,51414800
8,39999976;7,52645100
8,49999976;7,52645100
8,59999976;7,51414800
8,69999975;7,49876900
8,79999975;7,48031400
8,89999975;7,47108700
8,99999975;7,47108700
9,09999974;7,48031400
9,19999974;7,49876900
9,29999974;7,51414800
9,39999973;7,52645100
9,49999973;7,52645100
9,59999973;7,51414800
9,69999973;7,49876900
9,79999972;7,48031400
9,89999972;7,47108700
