Tid;Kanal A
(ns);(V)

-3,99999989;3,82058900
-3,89999989;3,82581800
-3,79999989;3,83458400
-3,69999990;3,84427300
-3,59999990;3,85180900
-3,49999990;3,85257700
-3,39999990;3,84642600
-3,29999991;3,83750600
-3,19999991;3,82843300
-3,09999991;3,82182000
-2,99999992;3,81905200
-2,89999992;3,81997400
-2,79999992;3,82351100
-2,69999992;3,82704900
-2,59999993;3,82797100
-2,49999993;3,82228100
-2,39999993;3,81013200
-2,29999993;3,79613700
-2,19999994;3,78352600
-2,09999994;3,77491400
-1,99999994;3,77199200
-1,89999995;3,77445200
-1,79999995;3,78091200
-1,69999995;3,78875500
-1,59999995;3,79490600
-1,49999996;3,79490600
-1,39999996;3,78875500
-1,29999996;3,78091200
-1,19999997;3,77445200
-1,09999997;3,77199200
-0,99999997;3,77491400
-0,89999997;3,78352600
-0,79999998;3,79613700
-0,69999998;3,81013200
-0,59999998;3,82228100
-0,49999999;3,82797100
-0,39999999;3,82704900
-0,29999999;3,82351100
-0,19999999;3,81997400
-0,10000000;3,81905200
0,00000000;3,82182000
0,10000000;3,82843300
0,19999999;3,83750600
0,29999999;3,84642600
0,39999999;3,85257700
0,49999999;3,85180900
0,59999998;3,84427300
0,69999998;3,83458400
0,79999998;3,82581800
0,89999997;3,82058900
0,99999997;3,82043600
1,09999997;3,82520300
1,19999997;3,83335400
1,29999996;3,84227400
1,39999996;3,84888600
1,49999996;3,84888600
1,59999995;3,84227400
1,69999995;3,83350800
1,79999995;3,82551100
1,89999995;3,82058900
1,99999994;3,82043600
2,09999994;3,82489500
2,19999994;3,83227700
2,29999993;3,84042800
2,39999993;3,84611800
2,49999993;3,84519600
2,59999993;3,83812100
2,69999992;3,82935500
2,79999992;3,82212700
2,89999992;3,81920500
2,99999992;3,82212700
3,09999991;3,83120100
3,19999991;3,84458000
3,29999991;3,85949800
3,39999990;3,87272400
3,49999990;3,87918300
3,59999990;3,87872200
3,69999990;3,87487700
3,79999989;3,87041700
3,89999989;3,86749500
3,99999989;3,86749500
4,09999988;3,87041700
4,19999988;3,87487700
4,29999988;3,87872200
4,39999988;3,87918300
4,49999987;3,87272400
4,59999987;3,85949800
4,69999987;3,84458000
4,79999986;3,83120100
4,89999986;3,82212700
4,99999986;3,81920500
5,09999986;3,82212700
5,19999985;3,82935500
5,29999985;3,83812100
5,39999985;3,84519600
5,49999984;3,84611800
5,59999984;3,84042800
5,69999984;3,83227700
5,79999984;3,82489500
5,89999983;3,82043600
5,99999983;3,82058900
6,09999983;3,82551100
6,19999982;3,83350800
6,29999982;3,84227400
6,39999982;3,84888600
6,49999982;3,84888600
6,59999981;3,84227400
6,69999981;3,83350800
6,79999981;3,82535700
6,89999980;3,82058900
6,99999980;3,82058900
7,09999980;3,82535700
7,19999980;3,83350800
7,29999979;3,84227400
7,39999979;3,84888600
7,49999979;3,84888600
7,59999979;3,84227400
7,69999978;3,83350800
7,79999978;3,82535700
7,89999978;3,82058900
7,99999977;3,82058900
8,09999977;3,82535700
8,19999977;3,83350800
8,29999977;3,84227400
8,39999976;3,84888600
8,49999976;3,84888600
8,59999976;3,84227400
8,69999975;3,83350800
8,79999975;3,82551100
8,89999975;3,82058900
8,99999975;3,82043600
9,09999974;3,82489500
9,19999974;3,83227700
9,29999974;3,84042800
9,39999973;3,84611800
9,49999973;3,84519600
9,59999973;3,83812100
9,69999973;3,82935500
9,79999972;3,82212700
9,89999972;3,81920500
