Tid;Kanal A
(ns);(mV)

-3,99999989;7,50492100
-3,89999989;7,59719500
-3,79999989;7,71715000
-3,69999990;7,85556000
-3,59999990;7,99704600
-3,49999990;8,12622900
-3,39999990;8,23080600
-3,29999991;8,31385200
-3,19999991;8,37229300
-3,09999991;8,39997500
-2,99999992;8,39997500
-2,89999992;8,37229300
-2,79999992;8,31385200
-2,69999992;8,23080600
-2,59999993;8,12622900
-2,49999993;7,99704600
-2,39999993;7,85556000
-2,29999993;7,71715000
-2,19999994;7,59719500
-2,09999994;7,50492100
-1,99999994;7,44648100
-1,89999995;7,41879900
-1,79999995;7,41572300
-1,69999995;7,43110200
-1,59999995;7,45570800
-1,49999996;7,47108700
-1,39999996;7,47723900
-1,29999996;7,47416300
-1,19999997;7,47108700
-1,09999997;7,47108700
-0,99999997;7,47416300
-0,89999997;7,48339000
-0,79999998;7,49876900
-0,69999998;7,51414800
-0,59999998;7,52645100
-0,49999999;7,52645100
-0,39999999;7,51414800
-0,29999999;7,49569300
-0,19999999;7,48031400
-0,10000000;7,47108700
0,00000000;7,47416300
0,10000000;7,49261800
0,19999999;7,52030000
0,29999999;7,55413300
0,39999999;7,58489100
0,49999999;7,60027000
0,59999998;7,59719500
0,69999998;7,57874000
0,79999998;7,54490600
0,89999997;7,49876900
0,99999997;7,44032900
1,09999997;7,36651000
1,19999997;7,27731300
1,29999996;7,17273600
1,39999996;7,05585600
1,49999996;6,92667200
1,59999995;6,79441400
1,69999995;6,67753400
1,79999995;6,58833600
1,89999995;6,54219900
1,99999994;6,54219900
2,09999994;6,58833600
2,19999994;6,67753400
2,29999993;6,79441400
2,39999993;6,92667200
2,49999993;7,05585600
2,59999993;7,17273600
2,69999992;7,27731300
2,79999992;7,36651000
2,89999992;7,44032900
2,99999992;7,49876900
3,09999991;7,54490600
3,19999991;7,57874000
3,29999991;7,59719500
3,39999990;7,60027000
3,49999990;7,58489100
3,59999990;7,55413300
3,69999990;7,51722400
3,79999989;7,48954200
3,89999989;7,47416300
3,99999989;7,47416300
4,09999988;7,48954200
4,19999988;7,51722400
4,29999988;7,55413300
4,39999988;7,58489100
4,49999987;7,60027000
4,59999987;7,59719500
4,69999987;7,57874000
4,79999986;7,54490600
4,89999986;7,49876900
4,99999986;7,44032900
5,09999986;7,37573800
5,19999985;7,29884300
5,29999985;7,21272100
5,39999985;7,11429600
5,49999984;7,00049200
5,59999984;6,87746000
5,69999984;6,75750400
5,79999984;6,65292700
5,89999983;6,56680600
5,99999983;6,51144200
6,09999983;6,48375900
6,19999982;6,48068400
6,29999982;6,49298700
6,39999982;6,51451700
6,49999982;6,52989600
6,59999981;6,53604800
6,69999981;6,53604800
6,79999981;6,53604800
6,89999980;6,53604800
6,99999980;6,53912400
7,09999980;6,54835100
7,19999980;6,56065400
7,29999979;6,57603300
7,39999979;6,58526000
7,49999979;6,58526000
7,59999979;6,57603300
7,69999978;6,56065400
7,79999978;6,54527500
7,89999978;6,53604800
7,99999977;6,53604800
8,09999977;6,54527500
8,19999977;6,56065400
8,29999977;6,57603300
8,39999976;6,58526000
8,49999976;6,58526000
8,59999976;6,57603300
8,69999975;6,56065400
8,79999975;6,54527500
8,89999975;6,53604800
8,99999975;6,53604800
9,09999974;6,54527500
9,19999974;6,56065400
9,29999974;6,57603300
9,39999973;6,58526000
9,49999973;6,58526000
9,59999973;6,57603300
9,69999973;6,56065400
9,79999972;6,54527500
9,89999972;6,53604800
