Tid;Kanal A
(ns);(V)

-3,99999989;0,88961000
-3,89999989;0,89074800
-3,79999989;0,89262430
-3,69999990;0,89468500
-3,59999990;0,89622290
-3,49999990;0,89622290
-3,39999990;0,89468500
-3,29999991;0,89262430
-3,19999991;0,89071730
-3,09999991;0,88961000
-2,99999992;0,88964070
-2,89999992;0,89084030
-2,79999992;0,89287030
-2,69999992;0,89508490
-2,59999993;0,89677660
-2,49999993;0,89696110
-2,39999993;0,89551550
-2,29999993;0,89342400
-2,19999994;0,89136320
-2,09999994;0,88985600
-1,99999994;0,88930240
-1,89999995;0,88967150
-1,79999995;0,89065580
-1,69999995;0,89164000
-1,59999995;0,89207060
-1,49999996;0,89093260
-1,39999996;0,88828740
-1,29999996;0,88521160
-1,19999997;0,88241270
-1,09999997;0,88053640
-0,99999997;0,87998280
-0,89999997;0,88072100
-0,79999998;0,88241270
-0,69999998;0,88444270
-0,59999998;0,88604210
-0,49999999;0,88619580
-0,39999999;0,88487330
-0,29999999;0,88299700
-0,19999999;0,88124380
-0,10000000;0,88019810
0,00000000;0,88025960
0,10000000;0,88136680
0,19999999;0,88324310
0,29999999;0,88527310
0,39999999;0,88678030
0,49999999;0,88678030
0,59999998;0,88527310
0,69999998;0,88324310
0,79999998;0,88136680
0,89999997;0,88025960
0,99999997;0,88019810
1,09999997;0,88124380
1,19999997;0,88299700
1,29999996;0,88487330
1,39999996;0,88619580
1,49999996;0,88604210
1,59999995;0,88444270
1,69999995;0,88241270
1,79999995;0,88072100
1,89999995;0,87998280
1,99999994;0,88053640
2,09999994;0,88241270
2,19999994;0,88521160
2,29999993;0,88828740
2,39999993;0,89093260
2,49999993;0,89207060
2,59999993;0,89164000
2,69999992;0,89065580
2,79999992;0,88967150
2,89999992;0,88930240
2,99999992;0,88985600
3,09999991;0,89136320
3,19999991;0,89342400
3,29999991;0,89551550
3,39999990;0,89696110
3,49999990;0,89677660
3,59999990;0,89508490
3,69999990;0,89283960
3,79999989;0,89080950
3,89999989;0,88961000
3,99999989;0,88961000
4,09999988;0,89080950
4,19999988;0,89283960
4,29999988;0,89508490
4,39999988;0,89677660
4,49999987;0,89696110
4,59999987;0,89551550
4,69999987;0,89342400
4,79999986;0,89136320
4,89999986;0,88985600
4,99999986;0,88930240
5,09999986;0,88967150
5,19999985;0,89065580
5,29999985;0,89164000
5,39999985;0,89207060
5,49999984;0,89093260
5,59999984;0,88828740
5,69999984;0,88521160
5,79999984;0,88241270
5,89999983;0,88053640
5,99999983;0,87998280
6,09999983;0,88072100
6,19999982;0,88241270
6,29999982;0,88444270
6,39999982;0,88604210
6,49999982;0,88619580
6,59999981;0,88487330
6,69999981;0,88299700
6,79999981;0,88124380
6,89999980;0,88019810
6,99999980;0,88025960
7,09999980;0,88136680
7,19999980;0,88324310
7,29999979;0,88527310
7,39999979;0,88678030
7,49999979;0,88678030
7,59999979;0,88524230
7,69999978;0,88321230
7,79999978;0,88133610
7,89999978;0,88022880
7,99999977;0,88022880
8,09999977;0,88133610
8,19999977;0,88321230
8,29999977;0,88524230
8,39999976;0,88678030
8,49999976;0,88678030
8,59999976;0,88524230
8,69999975;0,88321230
8,79999975;0,88133610
8,89999975;0,88022880
8,99999975;0,88022880
9,09999974;0,88133610
9,19999974;0,88321230
9,29999974;0,88524230
9,39999973;0,88678030
9,49999973;0,88678030
9,59999973;0,88524230
9,69999973;0,88321230
9,79999972;0,88133610
9,89999972;0,88022880
